月日,名前,種類,金額,コード
4月9日,小川 ,消耗品費,2900,06
4月9日,田中 ,光熱費,9900,07
4月9日,佐藤 ,厚生費,6000,02
4月9日,池田 ,通信費,7500,12
4月9日,加藤 ,給　料,8300,05
4月9日,遠藤 ,交通費,1900,05
4月9日,山下 ,広告費,9600,07
4月10日,青木 ,地代家賃,2700,12
4月10日,岡田 ,雑　費,4200,13
4月10日,山本 ,厚生費,7700,07
4月10日,山崎 ,租税公課,5500,09
4月10日,岡本 ,減価償却費,3800,12
4月10日,渡辺 ,交際費,5400,12
4月10日,林 ,給　料,7500,11
4月10日,三浦 ,給　料,1000,08
4月10日,藤原 ,減価償却費,4400,13
4月10日,山本 ,交際費,5200,02
4月10日,藤原 ,厚生費,5200,09
4月10日,青木 ,減価償却費,9900,08
4月10日,阿部 ,通信費,9700,02
4月10日,前田 ,厚生費,5600,02
4月10日,石井 ,交通費,4400,10
4月10日,渡辺 ,雑　費,6500,05
4月10日,池田 ,地代家賃,6500,04
4月10日,田中 ,減価償却費,6800,18
4月10日,森 ,租税公課,1000,18
4月10日,小川 ,消耗品費,3200,03
4月10日,小川 ,雑　費,7000,08
4月10日,斉藤 ,租税公課,2500,03
4月10日,中村 ,交通費,9800,17
4月10日,太田 ,交際費,9400,05
4月10日,小林 ,厚生費,4600,04
4月10日,山下 ,接待費,1900,05
4月10日,三浦 ,厚生費,7200,08
4月10日,佐藤 ,保険料,5500,08
4月10日,木村 ,租税公課,3200,12
4月10日,佐々木 ,租税公課,8800,17
4月10日,吉田 ,地代家賃,1600,10
4月10日,近藤 ,交通費,6600,11
4月10日,森 ,雑　費,5000,10
4月10日,渡辺 ,租税公課,9800,16
4月10日,松田 ,交通費,6000,10
4月10日,中島 ,交際費,3900,13
4月10日,福田 ,給　料,200,04
4月10日,山口 ,消耗品費,3300,07
4月10日,石井 ,消耗品費,8000,06
4月11日,小川 ,厚生費,3000,02
4月11日,遠藤 ,給　料,5500,14
4月11日,吉田 ,交通費,8300,19
4月11日,松田 ,地代家賃,8200,01
4月11日,石川 ,雑　費,5400,19
4月11日,橋本 ,厚生費,1500,18
4月11日,橋本 ,交際費,5500,06
4月11日,山口 ,給　料,3500,16
4月11日,加藤 ,広告費,2400,09
4月11日,鈴木 ,交通費,3300,08
4月11日,中島 ,保険料,6400,12
4月11日,山崎 ,給　料,2200,16
4月11日,渡辺 ,広告費,8900,04
4月11日,岡田 ,接待費,5500,07
4月11日,松本 ,減価償却費,4100,14
4月11日,長谷川 ,光熱費,5000,08
4月11日,井上 ,広告費,1200,13
4月11日,近藤 ,減価償却費,8200,02
4月11日,小林 ,雑　費,6600,12
4月11日,田中 ,租税公課,2800,18
4月11日,藤原 ,接待費,8800,06
4月11日,斉藤 ,保険料,6000,16
4月11日,太田 ,租税公課,7800,17
4月11日,青木 ,保険料,8700,08
4月11日,阿部 ,減価償却費,2500,10
4月11日,斉藤 ,雑　費,4700,06
4月11日,青木 ,厚生費,2200,02
4月11日,小林 ,光熱費,3900,07
4月11日,山田 ,光熱費,1500,04
4月12日,田中 ,減価償却費,2200,01
4月12日,三浦 ,厚生費,5500,20
4月12日,高橋 ,租税公課,1600,13
4月12日,青木 ,交通費,7800,06
4月12日,斉藤 ,厚生費,200,15
4月12日,青木 ,通信費,7700,04
4月12日,高橋 ,光熱費,200,06
4月12日,藤田 ,交際費,7400,17
4月12日,藤井 ,接待費,7400,02
4月12日,藤原 ,減価償却費,3700,13
4月12日,三浦 ,交際費,8800,09
4月12日,長谷川 ,租税公課,2600,09
4月12日,石井 ,租税公課,2500,19
4月12日,斉藤 ,減価償却費,9600,10
4月12日,山本 ,保険料,1900,08
4月12日,小川 ,厚生費,2100,17
4月12日,岡本 ,光熱費,3500,13
4月12日,鈴木 ,雑　費,3100,01
4月12日,小林 ,広告費,6200,14
4月12日,岡本 ,給　料,2100,11
4月12日,石川 ,接待費,900,02
4月12日,藤井 ,接待費,800,10
4月12日,林 ,通信費,9600,19
4月12日,藤原 ,接待費,4100,04
4月13日,長谷川 ,接待費,9400,20
4月13日,山田 ,通信費,9100,06
4月13日,清水 ,厚生費,2600,18
4月13日,遠藤 ,租税公課,3600,01
4月13日,斎藤 ,地代家賃,6700,13
4月13日,近藤 ,地代家賃,4200,16
4月13日,太田 ,消耗品費,3100,04
4月13日,斎藤 ,接待費,1600,17
4月13日,太田 ,保険料,4900,10
4月13日,岡本 ,交通費,3100,18
4月13日,太田 ,通信費,9700,09
4月13日,長谷川 ,広告費,100,17
4月13日,青木 ,雑　費,6700,06
4月13日,清水 ,通信費,200,02
4月13日,田中 ,給　料,7000,06
4月13日,阿部 ,通信費,6700,04
4月13日,中川 ,給　料,2200,06
4月13日,小川 ,減価償却費,2700,20
4月13日,佐々木 ,光熱費,600,13
4月13日,長谷川 ,光熱費,300,03
4月13日,岡田 ,交際費,8700,03
4月13日,橋本 ,光熱費,2700,01
4月13日,木村 ,減価償却費,8100,02
4月14日,森 ,給　料,1000,06
4月14日,中村 ,消耗品費,500,02
4月14日,長谷川 ,減価償却費,8300,18
4月14日,加藤 ,交通費,9200,10
4月14日,斉藤 ,厚生費,3000,13
4月14日,長谷川 ,保険料,5900,05
4月14日,岡本 ,租税公課,7500,19
4月14日,藤原 ,租税公課,5100,04
4月14日,西村 ,通信費,6900,01
4月14日,長谷川 ,給　料,4500,11
4月14日,田中 ,消耗品費,2900,14
4月14日,斎藤 ,光熱費,7800,11
4月14日,池田 ,交通費,9300,05
4月14日,松田 ,消耗品費,800,02
4月14日,中島 ,通信費,4300,18
4月14日,遠藤 ,交際費,8100,07
4月14日,池田 ,厚生費,8100,06
4月14日,青木 ,減価償却費,4100,06
4月14日,渡辺 ,光熱費,9400,13
4月14日,佐々木 ,保険料,8900,04
4月14日,山田 ,交通費,8300,02
4月14日,木村 ,減価償却費,800,09
4月14日,池田 ,地代家賃,1400,02
4月14日,佐藤 ,雑　費,2300,11
4月14日,佐藤 ,減価償却費,7300,12
4月14日,村上 ,雑　費,7000,18
4月14日,近藤 ,減価償却費,3600,20
4月14日,木村 ,給　料,1500,03
4月14日,山本 ,地代家賃,7400,09
4月14日,藤原 ,雑　費,6100,20
4月14日,小林 ,給　料,6100,14
4月14日,山本 ,厚生費,5700,17
4月14日,田中 ,光熱費,1500,03
4月14日,三浦 ,雑　費,8200,10
4月14日,松田 ,雑　費,5100,15
4月14日,山下 ,租税公課,8900,12
4月14日,池田 ,交際費,2700,06
4月15日,山下 ,交際費,1800,10
4月15日,加藤 ,雑　費,2400,06
4月15日,鈴木 ,交際費,2700,17
4月15日,中川 ,通信費,9100,20
4月15日,小川 ,交際費,900,04
4月15日,佐藤 ,租税公課,2300,06
4月15日,松本 ,給　料,2100,15
4月15日,石井 ,広告費,9400,05
4月15日,佐々木 ,交通費,9600,17
4月15日,佐々木 ,保険料,7600,15
4月15日,佐藤 ,広告費,9500,01
4月15日,石川 ,交際費,400,19
4月15日,吉田 ,租税公課,4300,19
4月15日,山本 ,消耗品費,3800,10
4月15日,斉藤 ,保険料,9500,12
4月15日,石井 ,光熱費,9100,12
4月15日,坂本 ,雑　費,8400,05
4月15日,小林 ,通信費,8700,17
4月15日,福田 ,消耗品費,7600,14
4月15日,藤原 ,減価償却費,100,09
4月15日,佐藤 ,減価償却費,1100,04
4月15日,村上 ,租税公課,9700,09
4月15日,高橋 ,給　料,9400,18
4月15日,藤原 ,光熱費,700,11
4月15日,吉田 ,地代家賃,3100,14
4月15日,加藤 ,地代家賃,8600,08
4月15日,伊藤 ,広告費,2800,08
4月15日,松田 ,保険料,300,10
4月15日,小川 ,光熱費,9400,07
4月15日,中川 ,租税公課,1000,13
4月15日,鈴木 ,厚生費,4000,01
4月15日,前田 ,広告費,9700,06
4月15日,田中 ,雑　費,7000,13
4月16日,佐藤 ,減価償却費,3500,10
4月16日,吉田 ,租税公課,7200,06
4月16日,太田 ,厚生費,3500,20
4月16日,山崎 ,接待費,600,04
4月16日,中川 ,交通費,2400,06
4月16日,青木 ,交際費,7500,14
4月16日,山本 ,通信費,7500,17
4月16日,遠藤 ,減価償却費,2300,12
4月16日,井上 ,租税公課,6700,07
4月16日,藤田 ,減価償却費,7000,17
4月16日,山崎 ,交際費,6200,04
4月16日,坂本 ,消耗品費,4300,14
4月16日,中村 ,広告費,8200,06
4月16日,山崎 ,交通費,8300,04
4月16日,中島 ,通信費,7300,15
4月16日,斎藤 ,保険料,4600,15
4月16日,松田 ,減価償却費,9600,09
4月16日,太田 ,消耗品費,1500,06
4月16日,中川 ,減価償却費,9700,01
4月16日,藤原 ,光熱費,3600,12
4月16日,鈴木 ,通信費,10000,14
4月16日,佐藤 ,光熱費,8900,06
4月16日,藤井 ,交際費,3800,17
4月16日,中村 ,保険料,1700,20
4月16日,森 ,厚生費,4700,16
4月17日,長谷川 ,給　料,9400,20
4月17日,斎藤 ,厚生費,2900,11
4月17日,田中 ,接待費,900,17
4月17日,小林 ,給　料,800,03
4月17日,中島 ,雑　費,2500,18
4月17日,阿部 ,厚生費,6900,16
4月17日,三浦 ,保険料,5600,11
4月17日,小川 ,雑　費,6900,07
4月17日,村上 ,給　料,9800,10
4月17日,長谷川 ,地代家賃,3200,06
4月17日,遠藤 ,租税公課,5200,01
4月17日,中島 ,地代家賃,9000,06
4月17日,木村 ,保険料,7100,20
4月17日,青木 ,給　料,7600,07
4月17日,遠藤 ,給　料,9800,09
4月17日,山崎 ,交際費,7600,01
4月17日,福田 ,地代家賃,1600,19
4月17日,石井 ,減価償却費,1000,04
4月17日,佐藤 ,租税公課,5600,05
4月17日,清水 ,地代家賃,3600,10
4月17日,中村 ,租税公課,3000,17
4月17日,斎藤 ,交通費,1100,09
4月17日,清水 ,消耗品費,600,12
4月17日,村上 ,交通費,6600,18
4月17日,森 ,光熱費,1800,08
4月18日,中島 ,交通費,4900,01
4月18日,小川 ,光熱費,3100,13
4月18日,佐藤 ,消耗品費,6500,09
4月18日,渡辺 ,租税公課,7300,02
4月18日,清水 ,光熱費,4100,09
4月18日,遠藤 ,地代家賃,600,13
4月18日,渡辺 ,雑　費,1700,19
4月18日,吉田 ,交通費,4800,04
4月18日,斉藤 ,通信費,9800,20
4月18日,岡本 ,減価償却費,3000,20
4月18日,藤井 ,地代家賃,4000,13
4月18日,太田 ,広告費,3100,02
4月18日,松田 ,光熱費,3100,19
4月18日,長谷川 ,広告費,6100,20
4月18日,加藤 ,交通費,8200,12
4月18日,中島 ,光熱費,7800,01
4月18日,佐藤 ,消耗品費,8300,15
4月18日,田中 ,交通費,8100,08
4月18日,石川 ,減価償却費,7600,13
4月18日,山崎 ,光熱費,4700,08
4月18日,藤田 ,消耗品費,9600,15
4月18日,坂本 ,光熱費,1000,16
4月18日,山田 ,光熱費,1300,20
4月18日,斎藤 ,減価償却費,8800,19
4月18日,小林 ,雑　費,6000,16
4月18日,木村 ,光熱費,2500,09
4月19日,高橋 ,減価償却費,2300,11
4月19日,佐々木 ,接待費,100,03
4月19日,伊藤 ,厚生費,4300,17
4月19日,福田 ,交際費,9700,10
4月19日,池田 ,厚生費,1700,07
4月19日,阿部 ,通信費,3400,03
4月19日,加藤 ,交通費,900,06
4月19日,阿部 ,接待費,1200,03
4月19日,井上 ,広告費,5000,05
4月19日,木村 ,地代家賃,8200,11
4月19日,藤井 ,保険料,2600,04
4月19日,林 ,厚生費,6800,10
4月19日,藤原 ,給　料,6200,01
4月19日,渡辺 ,交際費,5300,09
4月19日,佐藤 ,通信費,2500,17
4月19日,中村 ,消耗品費,6600,15
4月19日,山崎 ,雑　費,2300,17
4月19日,松田 ,厚生費,9000,02
4月19日,村上 ,雑　費,1400,17
4月19日,小川 ,交通費,4700,02
4月19日,中島 ,光熱費,6900,10
4月19日,清水 ,地代家賃,7200,05
4月19日,井上 ,広告費,4100,13
4月19日,石川 ,光熱費,8100,14
4月19日,長谷川 ,広告費,5500,02
4月19日,山田 ,広告費,8700,05
4月19日,佐藤 ,地代家賃,2900,12
4月19日,近藤 ,減価償却費,9800,17
4月19日,伊藤 ,交際費,100,19
4月19日,太田 ,消耗品費,1900,14
4月19日,加藤 ,通信費,3900,05
4月19日,佐々木 ,交際費,7900,07
4月19日,斉藤 ,厚生費,9400,11
4月19日,山下 ,租税公課,6400,06
4月20日,長谷川 ,減価償却費,3400,04
4月20日,遠藤 ,地代家賃,2600,08
4月20日,中川 ,減価償却費,6100,09
4月20日,藤原 ,消耗品費,5100,20
4月20日,斉藤 ,租税公課,2200,04
4月20日,山田 ,光熱費,9900,01
4月20日,池田 ,通信費,8400,08
4月20日,村上 ,光熱費,9200,08
4月20日,近藤 ,保険料,8200,20
4月20日,伊藤 ,租税公課,9800,03
4月20日,橋本 ,地代家賃,7800,05
4月20日,山本 ,地代家賃,6900,12
4月20日,加藤 ,消耗品費,4200,14
4月20日,松本 ,接待費,6500,04
4月20日,松本 ,消耗品費,1800,01
4月20日,清水 ,地代家賃,2900,11
4月20日,阿部 ,広告費,2200,02
4月20日,井上 ,減価償却費,100,17
4月20日,山田 ,広告費,6900,08
4月20日,吉田 ,雑　費,1600,10
4月20日,森 ,広告費,1400,14
4月20日,橋本 ,雑　費,3100,12
4月20日,藤田 ,厚生費,1900,03
4月20日,山本 ,雑　費,2800,03
4月20日,三浦 ,接待費,6700,05
4月20日,斉藤 ,地代家賃,9500,12
4月21日,村上 ,地代家賃,2800,03
4月21日,石井 ,接待費,5300,15
4月21日,坂本 ,減価償却費,1100,11
4月21日,三浦 ,地代家賃,2100,20
4月21日,斎藤 ,通信費,5900,09
4月21日,村上 ,通信費,4400,11
4月21日,渡辺 ,通信費,2100,19
4月21日,田中 ,減価償却費,8300,19
4月21日,佐々木 ,交際費,3000,20
4月21日,渡辺 ,雑　費,1100,18
4月21日,阿部 ,光熱費,2800,12
4月21日,山口 ,雑　費,900,08
4月21日,山下 ,租税公課,1900,05
4月21日,太田 ,保険料,9000,18
4月21日,山崎 ,交通費,1700,15
4月21日,藤田 ,給　料,3200,07
4月21日,佐々木 ,雑　費,4900,01
4月21日,松田 ,保険料,7800,20
4月21日,加藤 ,消耗品費,5400,09
4月21日,太田 ,接待費,4600,19
4月21日,田中 ,地代家賃,6700,01
4月21日,木村 ,通信費,8400,10
4月21日,山崎 ,給　料,8600,05
4月21日,山下 ,減価償却費,5700,09
4月21日,藤井 ,地代家賃,4700,08
4月21日,森 ,雑　費,4900,17
4月21日,加藤 ,通信費,3500,03
4月22日,山口 ,広告費,9900,20
4月22日,山下 ,接待費,2300,17
4月22日,中川 ,交通費,3500,13
4月22日,遠藤 ,広告費,7800,04
4月22日,田中 ,通信費,5300,06
4月22日,松田 ,交通費,4900,04
4月22日,後藤 ,広告費,2300,14
4月22日,岡田 ,広告費,1300,05
4月22日,松田 ,交際費,8100,09
4月22日,井上 ,接待費,2400,20
4月22日,佐藤 ,光熱費,6100,20
4月22日,山田 ,租税公課,6700,06
4月22日,遠藤 ,保険料,1800,02
4月22日,高橋 ,給　料,5700,09
4月22日,三浦 ,消耗品費,5500,09
4月22日,木村 ,減価償却費,2100,07
4月22日,西村 ,保険料,9500,13
4月22日,近藤 ,交通費,5700,07
4月22日,前田 ,交通費,6500,04
4月22日,藤田 ,接待費,2100,18
4月23日,清水 ,地代家賃,7600,09
4月23日,前田 ,租税公課,1100,12
4月23日,山口 ,地代家賃,5400,02
4月23日,石川 ,広告費,5500,12
4月23日,中村 ,減価償却費,800,01
4月23日,石井 ,接待費,9300,02
4月23日,山本 ,消耗品費,6200,16
4月23日,松本 ,雑　費,3300,04
4月23日,山崎 ,雑　費,1400,20
4月23日,山崎 ,減価償却費,2600,10
4月23日,中村 ,保険料,1300,15
4月23日,佐藤 ,広告費,2400,05
4月23日,石井 ,租税公課,8900,10
4月23日,加藤 ,雑　費,1700,13
4月23日,渡辺 ,通信費,200,05
4月23日,山田 ,光熱費,2400,09
4月23日,井上 ,広告費,9700,08
4月23日,後藤 ,雑　費,3800,15
4月23日,鈴木 ,交通費,700,17
4月23日,山下 ,広告費,3300,13
4月23日,田中 ,通信費,5000,03
4月23日,藤田 ,厚生費,1700,01
4月23日,林 ,光熱費,9500,14
4月24日,吉田 ,交際費,7300,08
4月24日,佐々木 ,接待費,8400,02
4月24日,村上 ,給　料,9200,08
4月24日,中村 ,地代家賃,9800,17
4月24日,高橋 ,消耗品費,4800,16
4月24日,山田 ,減価償却費,1300,17
4月24日,山下 ,厚生費,500,12
4月24日,松田 ,広告費,4700,16
4月24日,佐藤 ,広告費,7600,07
4月24日,太田 ,租税公課,3600,02
4月24日,藤原 ,交通費,3500,20
4月24日,中川 ,通信費,5700,10
4月24日,伊藤 ,厚生費,9400,19
4月24日,中川 ,租税公課,3000,13
4月24日,山下 ,消耗品費,9100,07
4月24日,加藤 ,通信費,200,14
4月24日,山下 ,減価償却費,3600,10
4月24日,井上 ,租税公課,5900,02
4月24日,加藤 ,地代家賃,2500,11
4月24日,小川 ,広告費,4100,15
4月24日,佐々木 ,給　料,5200,18
4月24日,松本 ,雑　費,5300,01
4月24日,長谷川 ,雑　費,7200,08
4月24日,中村 ,地代家賃,5900,02
4月24日,橋本 ,交通費,9800,02
4月24日,石井 ,消耗品費,7800,11
4月24日,福田 ,租税公課,500,08
4月24日,森 ,保険料,6700,08
4月24日,中川 ,消耗品費,6200,13
4月24日,三浦 ,減価償却費,7400,12
4月24日,中川 ,光熱費,2500,05
4月24日,鈴木 ,交際費,1300,15
4月24日,近藤 ,租税公課,2700,11
4月24日,渡辺 ,交通費,9000,12
4月25日,藤田 ,給　料,5300,02
4月25日,山口 ,雑　費,4500,06
4月25日,村上 ,保険料,5700,01
4月25日,林 ,減価償却費,9000,10
4月25日,藤原 ,雑　費,8200,16
4月25日,斉藤 ,消耗品費,6300,16
4月25日,福田 ,消耗品費,4000,20
4月25日,井上 ,広告費,1700,05
4月25日,山下 ,消耗品費,4600,17
4月25日,小林 ,租税公課,10000,19
4月25日,阿部 ,保険料,7900,04
4月25日,山下 ,交通費,8900,10
4月25日,小林 ,減価償却費,500,02
4月25日,岡田 ,減価償却費,1700,09
4月25日,青木 ,通信費,9800,11
4月25日,山田 ,交際費,700,15
4月25日,西村 ,厚生費,3000,07
4月25日,斎藤 ,光熱費,3300,16
4月25日,西村 ,厚生費,5700,14
4月25日,遠藤 ,減価償却費,6700,08
4月25日,斉藤 ,通信費,5700,18
4月25日,森 ,減価償却費,8400,05
4月26日,坂本 ,雑　費,9200,06
4月26日,後藤 ,消耗品費,3000,06
4月26日,近藤 ,厚生費,1900,17
4月26日,伊藤 ,保険料,6300,18
4月26日,田中 ,地代家賃,8700,09
4月26日,佐藤 ,租税公課,4600,20
4月26日,岡本 ,交際費,7800,14
4月26日,遠藤 ,光熱費,4100,16
4月26日,小川 ,租税公課,6500,06
4月26日,佐々木 ,交際費,900,11
4月26日,岡本 ,給　料,5100,14
4月26日,青木 ,交通費,2400,10
4月26日,岡田 ,光熱費,3200,20
4月26日,松本 ,減価償却費,7100,08
4月26日,藤井 ,広告費,3200,12
4月26日,岡田 ,雑　費,4400,03
4月26日,福田 ,雑　費,5700,02
4月26日,高橋 ,消耗品費,800,06
4月26日,森 ,地代家賃,2000,09
4月26日,池田 ,雑　費,9000,08
4月26日,木村 ,接待費,6400,05
4月26日,森 ,減価償却費,7400,08
4月26日,池田 ,消耗品費,7700,17
4月26日,中島 ,消耗品費,3100,06
4月26日,鈴木 ,交際費,4100,20
4月26日,石川 ,租税公課,1000,19
4月26日,近藤 ,広告費,9200,16
4月26日,三浦 ,光熱費,400,01
4月26日,西村 ,租税公課,4500,19
4月26日,林 ,保険料,6900,16
4月26日,佐藤 ,通信費,4500,17
4月26日,斎藤 ,通信費,3200,03
4月27日,三浦 ,雑　費,2000,05
4月27日,中島 ,租税公課,9900,18
4月27日,山本 ,雑　費,1800,17
4月27日,石川 ,保険料,3000,03
4月27日,池田 ,光熱費,1200,04
4月27日,山口 ,租税公課,9100,05
4月27日,藤井 ,交際費,5800,16
4月27日,池田 ,交際費,7400,16
4月27日,山崎 ,減価償却費,4800,14
4月27日,西村 ,厚生費,7800,16
4月27日,石川 ,接待費,5300,15
4月27日,長谷川 ,広告費,9400,05
4月27日,後藤 ,通信費,300,12
4月27日,吉田 ,交通費,4200,08
4月27日,森 ,保険料,3700,03
4月27日,鈴木 ,地代家賃,2200,08
4月27日,岡本 ,租税公課,7400,16
4月27日,前田 ,光熱費,8700,01
4月27日,太田 ,消耗品費,3600,16
4月27日,佐々木 ,交際費,7400,01
4月27日,森 ,交際費,3100,17
4月27日,森 ,厚生費,9700,01
4月27日,岡田 ,地代家賃,9400,20
4月27日,三浦 ,通信費,5500,11
4月27日,坂本 ,光熱費,7400,05
4月27日,遠藤 ,光熱費,600,08
4月27日,林 ,租税公課,8500,13
4月27日,中川 ,消耗品費,3900,09
4月27日,斉藤 ,保険料,9100,14
4月27日,斉藤 ,給　料,2100,17
4月27日,前田 ,接待費,5100,20
4月27日,藤井 ,保険料,2600,14
4月27日,藤原 ,給　料,3600,20
4月27日,藤原 ,租税公課,1000,16
4月27日,高橋 ,雑　費,9300,15
4月27日,西村 ,雑　費,3300,10
4月27日,池田 ,交際費,6900,02
4月27日,阿部 ,給　料,5900,19
4月27日,中村 ,消耗品費,600,04
4月28日,山田 ,接待費,7700,09
4月28日,近藤 ,消耗品費,1900,16
4月28日,太田 ,地代家賃,3500,05
4月28日,渡辺 ,租税公課,3800,09
4月28日,小川 ,地代家賃,2600,12
4月28日,福田 ,雑　費,1100,04
4月28日,岡本 ,広告費,5200,11
4月28日,加藤 ,交際費,1100,20
4月28日,中村 ,保険料,8300,10
4月28日,遠藤 ,接待費,7100,13
4月28日,佐藤 ,減価償却費,1800,17
4月28日,佐藤 ,保険料,9700,04
4月28日,山下 ,消耗品費,2300,06
4月28日,三浦 ,接待費,8600,15
4月28日,清水 ,広告費,3900,08
4月28日,村上 ,通信費,8300,20
4月28日,佐々木 ,雑　費,8700,07
4月28日,斉藤 ,交通費,2300,12
4月28日,藤井 ,交際費,7400,20
4月28日,岡本 ,消耗品費,9000,14
4月28日,佐々木 ,地代家賃,8500,15
4月28日,斎藤 ,交際費,4900,13
4月28日,山崎 ,光熱費,5300,12
4月28日,太田 ,保険料,8100,05
4月28日,清水 ,雑　費,4400,05
4月28日,岡田 ,交通費,500,11
4月28日,太田 ,広告費,1100,15
4月28日,坂本 ,保険料,4400,08
4月28日,清水 ,交通費,700,16
4月28日,藤井 ,交際費,6600,03
4月29日,佐藤 ,厚生費,400,16
4月29日,小林 ,接待費,2400,09
4月29日,藤原 ,租税公課,1100,03
4月29日,田中 ,消耗品費,8700,15
4月29日,佐々木 ,雑　費,7700,17
4月29日,山田 ,光熱費,5700,17
4月29日,山崎 ,租税公課,9100,15
4月29日,坂本 ,接待費,1000,07
4月29日,吉田 ,交際費,800,12
4月29日,佐々木 ,交通費,3800,06
4月29日,橋本 ,厚生費,8100,20
4月29日,橋本 ,交際費,600,10
4月29日,佐藤 ,雑　費,5100,02
4月29日,山田 ,厚生費,1100,08
4月29日,木村 ,光熱費,2300,09
4月29日,伊藤 ,給　料,2300,08
4月29日,池田 ,給　料,9400,03
4月29日,伊藤 ,広告費,600,16
4月29日,中村 ,交際費,8400,20
4月29日,岡田 ,地代家賃,2200,18
4月29日,松本 ,光熱費,8000,01
4月29日,岡田 ,交際費,7700,14
4月29日,松田 ,交際費,1100,06
4月29日,阿部 ,雑　費,5100,14
4月29日,長谷川 ,給　料,8400,17
4月30日,田中 ,雑　費,1500,06
4月30日,斉藤 ,雑　費,1700,09
4月30日,松田 ,交通費,2600,09
4月30日,池田 ,雑　費,300,07
4月30日,阿部 ,租税公課,7900,05
4月30日,山崎 ,地代家賃,2400,16
4月30日,小林 ,交際費,3800,20
4月30日,青木 ,接待費,3700,06
4月30日,松田 ,接待費,7700,06
4月30日,山口 ,通信費,3300,03
4月30日,岡田 ,保険料,9400,08
4月30日,山崎 ,地代家賃,4700,07
4月30日,近藤 ,交際費,600,14
4月30日,遠藤 ,保険料,300,08
4月30日,中川 ,給　料,8500,19
4月30日,石川 ,厚生費,5600,14
4月30日,岡本 ,光熱費,4900,01
4月30日,山崎 ,広告費,4000,14
4月30日,中村 ,広告費,8900,03
4月30日,加藤 ,給　料,6900,16
4月30日,前田 ,広告費,3800,07
4月30日,中村 ,保険料,1100,14
4月30日,小川 ,保険料,5500,19
4月30日,松本 ,消耗品費,2000,20
4月30日,渡辺 ,広告費,7400,01
4月30日,藤田 ,接待費,7800,12
4月30日,中島 ,広告費,8800,19
4月30日,中川 ,広告費,9200,08
5月1日,福田 ,消耗品費,2900,03
5月1日,長谷川 ,通信費,3500,19
5月1日,中村 ,消耗品費,4800,01
5月1日,松本 ,減価償却費,6400,16
5月1日,林 ,保険料,4700,13
5月1日,林 ,接待費,4200,05
5月1日,橋本 ,雑　費,5900,10
5月1日,西村 ,消耗品費,4400,11
5月1日,村上 ,減価償却費,5600,02
5月1日,木村 ,広告費,8200,09
5月1日,太田 ,消耗品費,7500,18
5月1日,藤井 ,保険料,6900,01
5月1日,坂本 ,交際費,400,01
5月1日,西村 ,減価償却費,3400,03
5月1日,長谷川 ,交際費,7600,03
5月1日,中村 ,広告費,1600,15
5月1日,石川 ,接待費,2200,07
5月1日,藤原 ,通信費,9200,13
5月1日,山田 ,給　料,4300,11
5月1日,加藤 ,給　料,9600,14
5月1日,渡辺 ,減価償却費,4600,16
5月1日,森 ,厚生費,5900,11
5月1日,渡辺 ,給　料,4300,11
5月1日,中村 ,通信費,1000,11
5月1日,松田 ,保険料,3300,16
5月1日,木村 ,厚生費,8000,19
5月1日,長谷川 ,消耗品費,2400,14
5月1日,山崎 ,接待費,9300,16
5月1日,森 ,地代家賃,1400,08
5月1日,山崎 ,給　料,5200,04
5月1日,山田 ,接待費,1000,03
5月1日,森 ,光熱費,4900,18
5月1日,近藤 ,租税公課,4200,02
5月2日,佐々木 ,広告費,8000,02
5月2日,福田 ,地代家賃,7200,04
5月2日,佐藤 ,雑　費,6700,15
5月2日,小林 ,地代家賃,6100,13
5月2日,山本 ,租税公課,3900,02
5月2日,西村 ,給　料,3900,08
5月2日,斉藤 ,減価償却費,1300,16
5月2日,小川 ,交際費,1000,04
5月2日,藤田 ,地代家賃,6200,08
5月2日,加藤 ,厚生費,6000,03
5月2日,高橋 ,厚生費,6900,01
5月2日,藤井 ,消耗品費,1900,05
5月2日,村上 ,保険料,1000,16
5月2日,藤原 ,広告費,500,13
5月2日,石井 ,給　料,9700,02
5月2日,斎藤 ,地代家賃,3600,02
5月2日,藤田 ,広告費,7900,01
5月2日,長谷川 ,交際費,5000,16
5月2日,松本 ,保険料,4900,15
5月2日,小林 ,地代家賃,7100,04
5月2日,山下 ,接待費,8000,19
5月2日,山田 ,光熱費,8600,15
5月2日,吉田 ,地代家賃,8400,14
5月2日,藤田 ,消耗品費,4600,07
5月2日,山崎 ,租税公課,6900,08
5月2日,青木 ,雑　費,2900,08
5月2日,小川 ,減価償却費,7500,01
5月3日,山田 ,交通費,9600,10
5月3日,青木 ,減価償却費,7500,17
5月3日,森 ,接待費,2400,16
5月3日,中川 ,接待費,600,11
5月3日,山崎 ,接待費,700,08
5月3日,岡田 ,接待費,5200,04
5月3日,阿部 ,光熱費,8900,07
5月3日,前田 ,消耗品費,8000,20
5月3日,田中 ,接待費,8800,02
5月3日,佐々木 ,保険料,2900,12
5月3日,山下 ,消耗品費,1600,02
5月3日,高橋 ,減価償却費,8700,19
5月3日,森 ,消耗品費,900,02
5月3日,石井 ,地代家賃,4300,12
5月3日,村上 ,雑　費,2800,12
5月3日,森 ,租税公課,4700,17
5月3日,加藤 ,給　料,300,11
5月3日,田中 ,厚生費,2000,16
5月3日,坂本 ,接待費,5500,02
