月日,名前,種類,金額,コード
2月28日,山田 ,通信費,6400,11
2月28日,近藤 ,租税公課,2200,18
2月28日,渡辺 ,租税公課,8300,6
2月28日,伊藤 ,通信費,2000,7
2月28日,西村 ,厚生費,3800,20
2月28日,前田 ,雑　費,1900,3
2月28日,松田 ,租税公課,5900,20
2月28日,村上 ,租税公課,4100,9
2月28日,田中 ,保険料,6400,6
2月28日,池田 ,光熱費,6500,5
2月28日,石川 ,保険料,6000,17
2月28日,中川 ,光熱費,5600,10
2月28日,松本 ,雑　費,3400,1
2月28日,井上 ,接待費,7500,17
2月28日,藤田 ,交通費,700,6
2月28日,小川 ,保険料,7400,19
2月28日,小林 ,雑　費,7700,9
2月28日,石井 ,光熱費,7800,15
3月1日,長谷川 ,消耗品費,1900,10
3月1日,木村 ,交通費,300,11
3月1日,渡辺 ,厚生費,7900,4
3月1日,池田 ,地代家賃,8400,1
3月1日,後藤 ,広告費,6600,3
3月1日,田中 ,雑　費,1600,16
3月1日,吉田 ,広告費,3700,17
3月1日,青木 ,広告費,4500,11
3月1日,山下 ,接待費,4100,13
3月1日,福田 ,通信費,6600,12
3月1日,前田 ,接待費,1500,13
3月1日,長谷川 ,消耗品費,6600,17
3月1日,中村 ,雑　費,8000,9
3月1日,吉田 ,消耗品費,6400,4
3月1日,渡辺 ,減価償却費,1900,6
3月1日,藤原 ,減価償却費,2500,15
3月1日,田中 ,光熱費,7200,20
3月1日,阿部 ,接待費,7600,16
3月1日,長谷川 ,地代家賃,8100,13
3月1日,木村 ,交通費,3000,6
3月1日,小川 ,地代家賃,7300,13
3月1日,山田 ,消耗品費,600,13
3月1日,斉藤 ,保険料,4500,18
3月1日,斎藤 ,保険料,5100,3
3月1日,吉田 ,交通費,1000,16
3月2日,岡本 ,厚生費,400,19
3月2日,斉藤 ,消耗品費,1400,19
3月2日,木村 ,通信費,6200,9
3月2日,石川 ,広告費,8100,16
3月2日,森 ,地代家賃,8200,4
3月2日,青木 ,保険料,600,1
3月2日,岡田 ,租税公課,7800,16
3月2日,石川 ,光熱費,9800,4
3月2日,小川 ,地代家賃,7000,14
3月2日,池田 ,接待費,5800,20
3月2日,松本 ,消耗品費,2900,14
3月2日,伊藤 ,交通費,4400,20
3月2日,三浦 ,厚生費,1400,5
3月2日,鈴木 ,雑　費,1700,19
3月2日,吉田 ,保険料,5200,4
3月2日,岡本 ,交際費,8700,10
3月2日,山下 ,広告費,9500,9
3月2日,渡辺 ,減価償却費,8800,2
3月2日,西村 ,交通費,9400,6
3月2日,石川 ,交通費,8800,8
3月2日,長谷川 ,消耗品費,6500,2
3月2日,山口 ,租税公課,700,17
3月2日,村上 ,雑　費,1200,7
3月2日,山崎 ,地代家賃,7600,18
3月2日,斉藤 ,消耗品費,7000,5
3月2日,青木 ,厚生費,9400,5
3月2日,長谷川 ,交際費,2300,6
3月2日,松本 ,消耗品費,6600,5
3月2日,岡本 ,減価償却費,5700,18
3月2日,高橋 ,光熱費,9100,17
3月2日,前田 ,光熱費,2700,7
3月2日,斉藤 ,雑　費,2100,15
3月2日,阿部 ,交通費,10000,19
3月2日,石川 ,交際費,4500,8
3月2日,太田 ,給　料,3300,19
3月2日,山下 ,接待費,6500,8
3月2日,三浦 ,厚生費,4300,18
3月2日,藤田 ,給　料,7600,20
3月3日,高橋 ,給　料,6700,8
3月3日,松田 ,通信費,800,3
3月3日,藤井 ,通信費,3000,18
3月3日,山田 ,消耗品費,8000,10
3月3日,佐々木 ,通信費,2800,18
3月3日,中島 ,租税公課,7700,8
3月3日,斉藤 ,減価償却費,2600,17
3月3日,前田 ,給　料,1900,7
3月3日,山本 ,租税公課,1900,13
3月3日,長谷川 ,交際費,8300,2
3月3日,藤田 ,交通費,7900,15
3月3日,坂本 ,交通費,4200,5
3月3日,池田 ,接待費,6800,17
3月3日,高橋 ,光熱費,5900,20
3月3日,佐々木 ,租税公課,1900,11
3月3日,遠藤 ,減価償却費,3800,1
3月3日,佐藤 ,光熱費,8200,12
3月3日,佐藤 ,広告費,3900,9
3月3日,山下 ,広告費,800,18
3月3日,石川 ,交際費,3700,7
3月3日,森 ,交際費,6600,20
3月3日,斉藤 ,雑　費,4000,5
3月3日,松田 ,光熱費,7300,13
3月3日,長谷川 ,雑　費,800,5
3月3日,藤原 ,給　料,900,2
3月3日,松田 ,雑　費,7200,17
3月3日,石井 ,雑　費,9700,13
3月3日,福田 ,租税公課,2500,14
3月3日,小林 ,消耗品費,2800,10
3月3日,中川 ,広告費,6900,7
3月4日,森 ,雑　費,3700,4
3月4日,中川 ,交際費,4900,4
3月4日,太田 ,租税公課,6900,4
3月4日,石川 ,広告費,7000,15
3月4日,中村 ,租税公課,6100,10
3月4日,井上 ,交通費,2300,7
3月4日,木村 ,保険料,9900,9
3月4日,岡本 ,通信費,9500,3
3月4日,西村 ,雑　費,1900,20
3月4日,松本 ,光熱費,3700,5
3月4日,長谷川 ,給　料,10000,2
3月4日,小川 ,給　料,900,18
3月4日,山田 ,厚生費,10000,13
3月4日,前田 ,通信費,8800,3
3月4日,井上 ,減価償却費,1600,18
3月4日,石井 ,光熱費,3300,13
3月4日,山口 ,減価償却費,9100,17
3月4日,山崎 ,広告費,8000,5
3月4日,岡田 ,厚生費,7700,14
3月4日,山田 ,雑　費,4400,3
3月4日,斎藤 ,減価償却費,9800,4
3月4日,山下 ,通信費,6200,20
3月4日,前田 ,減価償却費,6200,6
3月4日,吉田 ,消耗品費,600,20
3月4日,遠藤 ,雑　費,1000,5
3月5日,渡辺 ,厚生費,6800,12
3月5日,木村 ,減価償却費,1100,2
3月5日,阿部 ,減価償却費,2100,15
3月5日,渡辺 ,給　料,800,3
3月5日,佐々木 ,減価償却費,1100,6
3月5日,伊藤 ,厚生費,6300,6
3月5日,岡本 ,接待費,5200,4
3月5日,山下 ,交際費,3500,9
3月5日,山崎 ,保険料,5900,4
3月5日,太田 ,光熱費,2700,10
3月5日,石川 ,広告費,7500,17
3月5日,吉田 ,地代家賃,7500,1
3月5日,中村 ,保険料,3000,17
3月5日,藤田 ,減価償却費,1100,7
3月5日,西村 ,交通費,4900,9
3月5日,岡田 ,接待費,7600,9
3月5日,山下 ,交際費,6100,16
3月5日,小林 ,光熱費,8200,5
3月5日,加藤 ,租税公課,5300,7
3月5日,岡本 ,光熱費,8700,5
3月5日,田中 ,交通費,8900,7
3月5日,中川 ,租税公課,3700,16
3月5日,藤田 ,厚生費,6800,11
3月5日,小川 ,消耗品費,6900,15
3月5日,林 ,広告費,6900,15
3月5日,岡田 ,広告費,3800,9
3月5日,石川 ,保険料,4900,15
3月5日,山下 ,厚生費,100,12
3月5日,阿部 ,交通費,6900,14
3月5日,山崎 ,光熱費,4300,2
3月5日,後藤 ,地代家賃,8500,14
3月6日,井上 ,交際費,4900,10
3月6日,太田 ,広告費,7600,12
3月6日,林 ,通信費,7500,10
3月6日,近藤 ,接待費,7300,10
3月6日,木村 ,給　料,3300,13
3月6日,清水 ,厚生費,8400,4
3月6日,森 ,減価償却費,2900,20
3月6日,福田 ,接待費,8100,5
3月6日,西村 ,交際費,3800,10
3月6日,近藤 ,接待費,9600,10
3月6日,石井 ,消耗品費,2700,17
3月6日,田中 ,光熱費,7200,17
3月6日,松本 ,光熱費,7300,2
3月6日,山崎 ,通信費,1400,11
3月6日,伊藤 ,給　料,7900,10
3月6日,石井 ,広告費,3300,6
3月6日,伊藤 ,交通費,10000,5
3月6日,藤田 ,交通費,9100,13
3月6日,長谷川 ,給　料,9600,4
3月6日,小川 ,交際費,4500,8
3月6日,小川 ,給　料,6400,13
3月6日,中川 ,減価償却費,9600,15
3月6日,西村 ,給　料,2500,10
3月6日,高橋 ,減価償却費,3100,18
3月6日,山田 ,保険料,1900,6
3月7日,池田 ,交通費,7000,5
3月7日,斉藤 ,消耗品費,4500,6
3月7日,岡本 ,厚生費,3300,5
3月7日,前田 ,交際費,8000,1
3月7日,池田 ,光熱費,4700,17
3月7日,石井 ,消耗品費,6000,4
3月7日,岡本 ,保険料,400,17
3月7日,山口 ,租税公課,4500,17
3月7日,松田 ,地代家賃,4900,18
3月7日,青木 ,交際費,7800,14
3月7日,中川 ,光熱費,5300,13
3月7日,岡本 ,保険料,7000,16
3月7日,太田 ,保険料,2900,3
3月7日,林 ,租税公課,800,14
3月7日,高橋 ,消耗品費,7000,6
3月7日,高橋 ,交際費,1400,10
3月7日,岡本 ,交際費,3900,18
3月7日,小川 ,厚生費,2100,12
3月7日,山田 ,保険料,6500,15
3月7日,後藤 ,広告費,1600,9
3月7日,中川 ,交際費,6400,14
3月8日,石井 ,交通費,9400,14
3月8日,藤井 ,通信費,2100,7
3月8日,斎藤 ,租税公課,7800,17
3月8日,長谷川 ,消耗品費,2700,7
3月8日,佐々木 ,広告費,8900,1
3月8日,近藤 ,接待費,1900,10
3月8日,伊藤 ,租税公課,4500,6
3月8日,松田 ,交際費,1400,12
3月8日,林 ,租税公課,300,14
3月8日,中川 ,減価償却費,2900,2
3月8日,林 ,広告費,7300,19
3月8日,村上 ,接待費,7200,19
3月8日,藤田 ,通信費,9200,3
3月8日,中川 ,通信費,6500,12
3月8日,青木 ,租税公課,300,16
3月8日,後藤 ,給　料,6200,1
3月8日,斉藤 ,交通費,3700,20
3月8日,前田 ,消耗品費,7900,6
3月8日,佐藤 ,給　料,3600,13
3月8日,井上 ,減価償却費,2600,18
3月8日,前田 ,減価償却費,6500,15
3月8日,加藤 ,消耗品費,8400,9
3月8日,遠藤 ,広告費,5900,3
3月8日,山口 ,光熱費,200,15
3月8日,近藤 ,減価償却費,9800,8
3月8日,清水 ,租税公課,6700,4
3月8日,木村 ,租税公課,6600,4
3月8日,林 ,地代家賃,8700,15
3月8日,遠藤 ,通信費,8300,14
3月8日,小川 ,広告費,8300,5
3月8日,小川 ,広告費,1000,20
3月8日,池田 ,光熱費,9600,19
3月8日,田中 ,保険料,2400,17
3月8日,村上 ,租税公課,6900,4
3月8日,田中 ,地代家賃,3200,7
3月9日,三浦 ,広告費,2500,15
3月9日,小川 ,通信費,8000,16
3月9日,井上 ,雑　費,4400,5
3月9日,山下 ,租税公課,6600,17
3月9日,石井 ,租税公課,300,8
3月9日,池田 ,交通費,9800,2
3月9日,吉田 ,保険料,5800,6
3月9日,太田 ,租税公課,5100,4
3月9日,清水 ,保険料,7700,4
3月9日,田中 ,光熱費,9400,6
3月9日,佐々木 ,給　料,6000,14
3月9日,中村 ,通信費,3700,19
3月9日,森 ,厚生費,8300,15
3月9日,中島 ,光熱費,6500,3
3月9日,坂本 ,厚生費,6200,16
3月9日,西村 ,広告費,6500,7
3月9日,石井 ,接待費,2500,3
3月9日,岡本 ,通信費,1500,1
3月9日,近藤 ,給　料,9300,15
3月9日,池田 ,保険料,3700,9
3月9日,前田 ,租税公課,6600,4
3月9日,田中 ,給　料,4100,14
3月10日,中川 ,雑　費,3100,19
3月10日,池田 ,消耗品費,3600,11
3月10日,松本 ,交際費,9700,13
3月10日,井上 ,厚生費,3200,10
3月10日,石井 ,光熱費,5400,2
3月10日,山崎 ,広告費,4800,4
3月10日,伊藤 ,接待費,700,13
3月10日,中島 ,地代家賃,1000,19
3月10日,吉田 ,交際費,4700,9
3月10日,鈴木 ,交際費,4000,16
3月10日,遠藤 ,租税公課,5700,18
3月10日,岡田 ,広告費,6000,8
3月10日,藤井 ,光熱費,9000,11
3月10日,坂本 ,光熱費,8000,13
3月10日,森 ,広告費,8500,1
3月10日,山崎 ,消耗品費,6900,16
3月10日,岡本 ,広告費,9000,3
3月10日,松田 ,通信費,1500,6
3月10日,橋本 ,広告費,4300,19
3月10日,中島 ,保険料,9800,16
3月10日,佐藤 ,厚生費,600,1
3月11日,中川 ,光熱費,9100,15
3月11日,岡田 ,租税公課,1000,10
3月11日,山田 ,通信費,6200,16
3月11日,松本 ,給　料,2500,4
3月11日,山田 ,光熱費,6000,2
3月11日,渡辺 ,保険料,4900,8
3月11日,松本 ,光熱費,9400,17
3月11日,後藤 ,消耗品費,5100,18
3月11日,藤井 ,雑　費,7300,6
3月11日,山田 ,保険料,1100,7
3月11日,石井 ,厚生費,2100,8
3月11日,田中 ,接待費,7300,12
3月11日,青木 ,接待費,5200,7
3月11日,近藤 ,地代家賃,300,1
3月11日,清水 ,通信費,7800,13
3月11日,中川 ,光熱費,8800,5
3月11日,小林 ,広告費,8400,16
3月11日,伊藤 ,保険料,4100,9
3月11日,山本 ,租税公課,600,14
3月11日,井上 ,接待費,4300,20
3月11日,森 ,通信費,7800,7
3月11日,橋本 ,光熱費,5800,12
3月11日,青木 ,交通費,8700,13
3月11日,伊藤 ,保険料,3300,9
3月11日,加藤 ,消耗品費,3800,3
3月11日,斉藤 ,租税公課,4800,12
3月11日,斉藤 ,保険料,5600,16
3月11日,佐藤 ,厚生費,6700,16
3月11日,林 ,通信費,3800,20
3月12日,森 ,租税公課,5400,20
3月12日,石井 ,減価償却費,2500,7
3月12日,近藤 ,減価償却費,200,11
3月12日,山口 ,保険料,1300,8
3月12日,池田 ,地代家賃,3500,6
3月12日,阿部 ,地代家賃,2000,17
3月12日,遠藤 ,広告費,4200,2
3月12日,近藤 ,給　料,6000,13
3月12日,西村 ,広告費,2200,1
3月12日,松本 ,地代家賃,6000,20
3月12日,高橋 ,雑　費,9300,4
3月12日,斎藤 ,雑　費,7700,10
3月12日,長谷川 ,消耗品費,1300,10
3月12日,橋本 ,広告費,3900,2
3月12日,木村 ,交通費,7200,17
3月12日,斉藤 ,交通費,7000,6
3月12日,橋本 ,交通費,800,15
3月12日,村上 ,給　料,3700,20
3月12日,吉田 ,接待費,9400,14
3月12日,山崎 ,保険料,1100,9
3月12日,後藤 ,通信費,5100,18
3月12日,林 ,給　料,8100,19
3月12日,阿部 ,給　料,1300,5
3月13日,松田 ,交通費,8200,8
3月13日,近藤 ,接待費,3200,19
3月13日,吉田 ,雑　費,2300,16
3月13日,藤田 ,雑　費,5500,5
3月13日,石井 ,地代家賃,2300,5
3月13日,藤田 ,厚生費,7500,1
3月13日,三浦 ,厚生費,6900,15
3月13日,三浦 ,厚生費,1600,12
3月13日,長谷川 ,減価償却費,6500,13
3月13日,阿部 ,接待費,6400,20
3月13日,池田 ,光熱費,1900,3
3月13日,福田 ,減価償却費,9600,12
3月13日,近藤 ,租税公課,600,12
3月13日,田中 ,交際費,200,13
3月13日,中川 ,接待費,1300,16
3月13日,佐々木 ,厚生費,1300,3
3月13日,山本 ,接待費,4300,12
3月13日,西村 ,地代家賃,6500,11
3月13日,岡田 ,厚生費,5000,20
3月13日,前田 ,接待費,9000,12
3月13日,三浦 ,消耗品費,4200,19
3月13日,小川 ,通信費,6700,17
3月13日,田中 ,減価償却費,3100,6
3月13日,藤井 ,保険料,8500,2
3月13日,村上 ,租税公課,9200,10
3月13日,三浦 ,給　料,6300,6
3月13日,鈴木 ,交通費,3700,6
3月13日,石井 ,租税公課,3100,16
3月13日,石川 ,厚生費,7500,17
3月13日,藤原 ,減価償却費,9200,3
3月13日,松田 ,地代家賃,3100,13
3月13日,後藤 ,地代家賃,3700,1
3月13日,山田 ,地代家賃,8300,11
3月13日,中川 ,地代家賃,9600,13
3月14日,井上 ,地代家賃,7000,2
3月14日,藤田 ,通信費,1700,1
3月14日,林 ,保険料,7000,1
3月14日,西村 ,租税公課,9700,17
3月14日,西村 ,保険料,9200,4
3月14日,中島 ,交通費,4900,1
3月14日,村上 ,租税公課,700,10
3月14日,松田 ,消耗品費,9000,7
3月14日,山田 ,減価償却費,5600,13
3月14日,中村 ,光熱費,7800,11
3月14日,山下 ,光熱費,3400,7
3月14日,藤原 ,消耗品費,1000,1
3月14日,阿部 ,減価償却費,100,20
3月14日,斎藤 ,交通費,4900,11
3月14日,坂本 ,光熱費,3500,16
3月14日,渡辺 ,消耗品費,8400,2
3月14日,西村 ,交通費,8100,2
3月14日,斉藤 ,広告費,8200,19
3月14日,岡田 ,光熱費,3000,10
3月14日,石井 ,保険料,6900,17
3月14日,木村 ,給　料,5800,10
3月14日,渡辺 ,雑　費,8500,1
3月14日,清水 ,給　料,1400,10
3月14日,吉田 ,雑　費,900,17
3月14日,清水 ,通信費,7500,8
3月15日,遠藤 ,地代家賃,9300,7
3月15日,前田 ,厚生費,700,3
3月15日,井上 ,消耗品費,6000,13
3月15日,西村 ,雑　費,6500,1
3月15日,阿部 ,雑　費,8900,7
3月15日,山下 ,地代家賃,1700,15
3月15日,木村 ,雑　費,7800,19
3月15日,坂本 ,保険料,2100,5
3月15日,前田 ,交通費,2400,1
3月15日,橋本 ,光熱費,9100,4
3月15日,鈴木 ,保険料,700,6
3月15日,村上 ,通信費,5100,14
3月15日,藤井 ,消耗品費,200,11
3月15日,藤井 ,雑　費,1500,6
3月15日,福田 ,厚生費,2300,1
3月15日,村上 ,光熱費,3000,16
3月15日,藤田 ,給　料,2000,6
3月15日,山田 ,給　料,200,13
3月15日,三浦 ,交通費,3200,2
3月15日,清水 ,雑　費,1900,19
3月15日,佐々木 ,給　料,1200,11
3月15日,山本 ,雑　費,7100,20
3月15日,坂本 ,減価償却費,6500,20
3月15日,渡辺 ,給　料,2800,13
3月15日,高橋 ,接待費,8800,20
3月15日,加藤 ,交際費,8900,7
3月15日,田中 ,消耗品費,2100,9
3月16日,石井 ,地代家賃,900,1
3月16日,井上 ,接待費,2400,20
3月16日,小川 ,地代家賃,3900,20
3月16日,中村 ,給　料,7300,17
3月16日,阿部 ,給　料,1000,8
3月16日,岡田 ,広告費,200,8
3月16日,加藤 ,減価償却費,3100,6
3月16日,山口 ,光熱費,8500,9
3月16日,長谷川 ,交際費,1800,1
3月16日,山崎 ,接待費,10000,16
3月16日,渡辺 ,接待費,5400,10
3月16日,岡田 ,通信費,3400,10
3月16日,岡田 ,消耗品費,5300,9
3月16日,前田 ,厚生費,1300,11
3月16日,斉藤 ,租税公課,9600,5
3月16日,三浦 ,交際費,4800,8
3月16日,渡辺 ,保険料,5500,4
3月16日,小林 ,接待費,4700,7
3月16日,清水 ,消耗品費,7100,5
3月16日,伊藤 ,減価償却費,1700,19
3月16日,長谷川 ,接待費,1100,12
3月16日,中川 ,保険料,2700,2
3月16日,清水 ,厚生費,9200,18
3月16日,小川 ,消耗品費,1000,5
3月16日,藤田 ,光熱費,500,16
3月16日,橋本 ,雑　費,2600,5
3月16日,斉藤 ,広告費,7100,6
3月17日,池田 ,交際費,3300,20
3月17日,佐藤 ,交際費,9500,4
3月17日,山崎 ,租税公課,7200,4
3月17日,岡田 ,地代家賃,2700,1
3月17日,山崎 ,租税公課,300,8
3月17日,加藤 ,租税公課,2900,20
3月17日,阿部 ,給　料,700,5
3月17日,松田 ,消耗品費,2300,18
3月17日,坂本 ,減価償却費,6800,16
3月17日,阿部 ,交際費,1700,16
3月17日,山下 ,交際費,3200,11
3月17日,前田 ,消耗品費,5300,8
3月17日,藤井 ,交際費,3700,19
3月17日,森 ,広告費,5300,3
3月17日,山本 ,広告費,200,1
3月17日,吉田 ,給　料,4000,7
3月17日,小林 ,交通費,8000,3
3月17日,中村 ,通信費,5300,6
3月17日,西村 ,厚生費,2300,7
3月17日,山下 ,接待費,4500,9
3月17日,小林 ,保険料,10000,8
3月17日,福田 ,地代家賃,5700,6
3月17日,木村 ,給　料,1900,18
3月17日,林 ,厚生費,6900,6
3月18日,松本 ,通信費,1200,19
3月18日,森 ,地代家賃,9600,11
3月18日,前田 ,雑　費,6600,16
3月18日,岡本 ,広告費,9200,5
3月18日,鈴木 ,通信費,2700,7
3月18日,加藤 ,交際費,3000,2
3月18日,橋本 ,広告費,8700,6
3月18日,加藤 ,給　料,7400,8
3月18日,村上 ,雑　費,2000,12
3月18日,山下 ,通信費,3600,12
3月18日,森 ,地代家賃,2800,2
3月18日,木村 ,給　料,1200,20
3月18日,藤井 ,交際費,2500,18
3月18日,中島 ,雑　費,9700,3
3月18日,岡本 ,給　料,600,7
3月18日,田中 ,光熱費,5100,12
3月18日,坂本 ,地代家賃,6100,9
3月18日,佐藤 ,接待費,8200,1
3月18日,林 ,租税公課,1300,7
3月18日,坂本 ,給　料,400,6
3月18日,村上 ,消耗品費,8200,10
3月18日,高橋 ,光熱費,9600,9
3月18日,加藤 ,給　料,5900,20
3月18日,中川 ,保険料,7600,13
3月18日,阿部 ,交通費,9900,7
3月18日,村上 ,厚生費,4000,9
3月18日,福田 ,交通費,8300,3
3月18日,村上 ,交通費,8700,4
3月18日,佐藤 ,保険料,1500,15
3月18日,阿部 ,光熱費,100,2
3月18日,前田 ,通信費,8600,20
3月18日,藤田 ,地代家賃,4500,6
3月19日,加藤 ,租税公課,2900,10
3月19日,太田 ,消耗品費,2100,10
3月19日,小林 ,減価償却費,9900,17
3月19日,太田 ,保険料,9200,3
3月19日,加藤 ,消耗品費,9100,7
3月19日,松本 ,減価償却費,4800,8
3月19日,三浦 ,保険料,5800,14
3月19日,福田 ,通信費,3200,16
3月19日,鈴木 ,接待費,1500,1
3月19日,松田 ,厚生費,2800,12
3月19日,佐藤 ,通信費,5200,18
3月19日,山下 ,通信費,10000,6
3月19日,石川 ,接待費,9800,7
3月19日,田中 ,広告費,4200,7
3月19日,福田 ,給　料,5100,3
3月19日,岡本 ,消耗品費,1300,6
3月19日,林 ,厚生費,9700,15
3月19日,渡辺 ,通信費,4900,16
3月19日,斉藤 ,減価償却費,6500,16
3月19日,石川 ,給　料,8800,19
3月19日,坂本 ,消耗品費,1000,5
3月19日,中島 ,租税公課,8700,19
3月19日,岡本 ,交際費,2400,19
3月20日,坂本 ,消耗品費,8400,18
3月20日,岡本 ,消耗品費,2900,15
3月20日,松田 ,通信費,9700,3
3月20日,福田 ,消耗品費,8100,11
3月20日,福田 ,給　料,200,10
3月20日,坂本 ,厚生費,3700,8
3月20日,小林 ,厚生費,8100,1
3月20日,山口 ,租税公課,5400,9
3月20日,清水 ,租税公課,8400,15
3月20日,坂本 ,交通費,4200,15
3月20日,石川 ,雑　費,4200,13
3月20日,池田 ,給　料,2300,11
3月20日,森 ,保険料,8600,18
3月20日,山口 ,広告費,7300,9
3月20日,鈴木 ,広告費,5200,16
3月20日,青木 ,交際費,5300,11
3月20日,佐藤 ,厚生費,4800,2
3月20日,前田 ,光熱費,8600,5
3月20日,藤田 ,保険料,900,11
3月20日,斉藤 ,減価償却費,6300,6
3月20日,高橋 ,租税公課,4100,9
3月20日,斎藤 ,光熱費,6400,9
3月20日,石井 ,通信費,900,4
3月20日,斉藤 ,地代家賃,3400,1
3月20日,岡本 ,通信費,4300,15
3月20日,清水 ,厚生費,2400,11
3月20日,伊藤 ,保険料,6700,16
3月20日,山崎 ,通信費,4400,14
3月20日,太田 ,保険料,6400,12
3月20日,池田 ,減価償却費,1700,11
3月20日,佐々木 ,交際費,1300,13
3月20日,西村 ,広告費,7900,3
3月20日,藤井 ,減価償却費,6900,16
3月20日,藤原 ,消耗品費,3400,17
3月20日,岡本 ,厚生費,9100,12
3月20日,清水 ,保険料,1700,20
3月20日,松田 ,厚生費,1500,11
3月20日,石井 ,厚生費,600,19
3月21日,福田 ,給　料,9100,7
3月21日,青木 ,減価償却費,2800,20
3月21日,高橋 ,通信費,8600,3
3月21日,近藤 ,通信費,7500,8
3月21日,後藤 ,減価償却費,8000,18
3月21日,佐々木 ,通信費,2300,14
3月21日,山口 ,広告費,4100,19
3月21日,橋本 ,租税公課,2800,17
3月21日,山口 ,減価償却費,7300,9
3月21日,村上 ,光熱費,4500,18
3月21日,三浦 ,減価償却費,1400,6
3月21日,佐藤 ,光熱費,3700,15
3月21日,池田 ,給　料,6900,2
3月21日,福田 ,租税公課,5900,6
3月21日,佐々木 ,地代家賃,1600,6
3月21日,渡辺 ,交際費,7400,20
3月21日,中島 ,通信費,6700,2
3月21日,前田 ,租税公課,4500,19
3月21日,木村 ,厚生費,1400,4
3月21日,藤井 ,保険料,4100,10
3月21日,後藤 ,交通費,9200,1
3月21日,坂本 ,接待費,3700,3
3月21日,森 ,雑　費,4400,18
3月21日,鈴木 ,交際費,7700,16
3月21日,山崎 ,地代家賃,5600,8
3月21日,福田 ,接待費,7900,5
3月21日,山口 ,租税公課,1600,4
3月21日,伊藤 ,租税公課,1700,16
3月21日,斉藤 ,雑　費,5000,9
3月21日,三浦 ,地代家賃,2800,3
3月21日,田中 ,減価償却費,6700,20
3月21日,松田 ,租税公課,2200,11
3月22日,藤井 ,給　料,7100,11
3月22日,森 ,地代家賃,7200,4
3月22日,山口 ,交通費,3900,19
3月22日,池田 ,光熱費,2200,19
3月22日,井上 ,広告費,600,14
3月22日,佐藤 ,保険料,7200,16
3月22日,山本 ,減価償却費,4500,3
3月22日,田中 ,租税公課,7700,5
3月22日,青木 ,広告費,3000,10
3月22日,田中 ,消耗品費,10000,4
3月22日,松田 ,交際費,10000,8
3月22日,山崎 ,接待費,900,4
3月22日,松田 ,交通費,800,12
3月22日,青木 ,接待費,1500,20
3月22日,橋本 ,広告費,3000,18
3月22日,山本 ,消耗品費,2800,17
3月22日,阿部 ,雑　費,1100,4
3月22日,橋本 ,雑　費,900,6
3月22日,高橋 ,交際費,3000,10
3月22日,森 ,交際費,1700,1
3月22日,藤田 ,給　料,2100,16
3月22日,中島 ,交通費,9500,20
3月22日,橋本 ,保険料,5800,20
3月22日,伊藤 ,交際費,6800,8
3月22日,山本 ,租税公課,7300,13
3月23日,三浦 ,交通費,7800,17
3月23日,松田 ,消耗品費,1400,10
3月23日,石川 ,光熱費,7100,16
3月23日,橋本 ,消耗品費,1500,9
3月23日,藤原 ,光熱費,1100,4
3月23日,中川 ,給　料,6700,2
3月23日,福田 ,消耗品費,4600,4
3月23日,太田 ,厚生費,9100,10
3月23日,石井 ,光熱費,8800,15
3月23日,斎藤 ,保険料,8000,20
3月23日,西村 ,消耗品費,8800,3
3月23日,藤田 ,厚生費,1400,6
3月23日,後藤 ,通信費,10000,6
3月23日,長谷川 ,通信費,7000,2
3月23日,石井 ,光熱費,9400,14
3月23日,吉田 ,租税公課,7900,5
3月23日,松田 ,交通費,3100,20
3月23日,藤田 ,減価償却費,2000,3
3月23日,林 ,消耗品費,1300,8
3月23日,青木 ,租税公課,1900,6
3月23日,橋本 ,交通費,3200,13
3月23日,高橋 ,光熱費,5200,17
3月23日,佐々木 ,接待費,3400,6
3月23日,中川 ,接待費,3600,9
3月23日,清水 ,雑　費,3400,17
3月23日,斉藤 ,通信費,2400,15
3月23日,斎藤 ,地代家賃,5200,17
3月23日,松田 ,租税公課,6700,19
3月23日,藤原 ,給　料,3300,6
3月23日,岡本 ,給　料,7300,12
3月23日,山田 ,保険料,9700,17
3月23日,加藤 ,保険料,9300,6
3月23日,山口 ,消耗品費,4600,11
3月23日,佐藤 ,交際費,4300,1
3月23日,藤井 ,消耗品費,6600,8
3月23日,石井 ,通信費,1500,2
3月23日,藤原 ,通信費,4500,16
3月23日,青木 ,光熱費,5900,3
3月23日,三浦 ,光熱費,2100,3
3月23日,森 ,通信費,8600,14
3月23日,岡本 ,減価償却費,7900,7
3月23日,渡辺 ,接待費,8900,4
3月24日,林 ,地代家賃,8900,13
3月24日,高橋 ,地代家賃,3700,3
3月24日,長谷川 ,接待費,1500,19
3月24日,斎藤 ,地代家賃,9400,14
3月24日,青木 ,通信費,7700,14
3月24日,小林 ,雑　費,1500,16
3月24日,鈴木 ,保険料,6300,11
3月24日,中川 ,保険料,3600,4
3月24日,中村 ,雑　費,9800,7
3月24日,池田 ,広告費,8500,7
3月24日,山下 ,給　料,5200,10
3月24日,近藤 ,通信費,3200,9
3月24日,小林 ,交通費,6300,11
3月24日,長谷川 ,保険料,4900,18
3月24日,池田 ,雑　費,6400,19
3月24日,井上 ,光熱費,1700,14
3月24日,加藤 ,消耗品費,8700,9
3月24日,松田 ,交際費,4000,13
3月24日,藤田 ,接待費,3300,14
